RIAD_CODE;BIC;COUNTRY_OF_REGISTRATION;NAME;BOX;ADDRESS;POSTAL;CITY;CATEGORY;HEAD_COUNTRY_OF_REGISTRATION;HEAD_NAME;HEAD_RIAD_CODE;RESERVE;EXEMPT;RIAD_CODE2
DE03758;GENODEF1NDL;DE;Raiffeisenbank Nüdlingen eG;;Kissinger Str. 8;97720;Nüdlingen;Credit institution S122;;;;Y;N;DE03758
ES3110;CCRIES2A110;ES;Caja Rural Católico Agraria, S. Coop. de Crédito V.;;PZ MAYOR, 10;12540;VILA-REAL;Credit institution S122;;;;Y;N;ES3110
ES3111;BCOEESMM111;ES;Caixa Rural La Vall 'San Isidro', Sociedad Cooperativa de Crédito Valenciana;;AV CORAZÓN DE JESÚS, 3;12600;LA VALL D'UIXO;Credit institution S122;;;;Y;N;ES3111
ES3112;CCRIES2A112;ES;Caja Rural San José de Burriana, S. Coop. de Crédito V.;;PZ EL PLA, 1;12530;BORRIANA/BURRIANA;Credit institution S122;;;;Y;N;ES3112
ES3113;BCOEESMM113;ES;Caja Rural San José de Alcora S. Coop. de Crédito V.;;CL SAN FRANCISCO, 14;12110;L' ALCORA;Credit institution S122;;;;Y;N;ES3113
ES3115;BCOEESMM115;ES;Caja Rural 'Nuestra Madre del Sol', S. Coop. Andaluza de Crédito;;CL ALTO GUADALQUIVIR, 4;14430;ADAMUZ;Credit institution S122;;;;Y;N;ES3115
ES3117;BCOEESMM117;ES;Caixa Rural D'Algemesí, S. Coop. V. de Crédit;;CL SAN JOSÉ DE CALASANZ, 6;46680;ALGEMESI;Credit institution S122;;;;Y;N;ES3117
ES3118;CCRIES2A118;ES;Caixa Rural Torrent Cooperativa de Credit Valenciana;;AV AL VEDAT, 3;46900;TORRENT;Credit institution S122;;;;Y;N;ES3118
ES3119;CCRIES2A119;ES;Caja Rural San Jaime de Alquerías Niño Perdido S. Coop. de Crédito V.;;CL JAIME CHICHARRO 24;12539;ALQUERIAS DEL NIÑO PERDIDO;Credit institution S122;;;;Y;N;ES3119
ES3121;CCRIES2A121;ES;Caja Rural de Cheste, Sociedad Cooperativa de Crédito Valenciana;;PZ DR. CAJAL, 2;46380;CHESTE;Credit institution S122;;;;Y;N;ES3121
ES3123;CCRIES2A123;ES;Caixa Rural de Turís, Cooperativa de Crédito Valenciana;;PZ CONSTITUCIÓN, 2;46389;TURIS;Credit institution S122;;;;Y;N;ES3123
ES3127;BCOEESMM127;ES;Caja Rural de Casas Ibáñez, S. Coop. de Crédito de Castilla-La Mancha;;CL TERCIA, 49;2200;CASAS-IBAÑEZ;Credit institution S122;;;;Y;N;ES3127
ES3130;BCOEESMM130;ES;Caja Rural San José de Almassora, S. Coop. de Crédito V.;;CL TRINIDAD, 20;12550;ALMAZORA/ALMASSORA;Credit institution S122;;;;Y;N;ES3130
ES3134;BCOEESMM134;ES;Caja Rural Nuestra Señora de la Esperanza de Onda, S. Coop. de Crédito V.;;PZ EL PLÁ, 19;12200;ONDA;Credit institution S122;;;;Y;N;ES3134
ES3135;CCRIES2A135;ES;Caja Rural San José de Nules S. Coop. de Crédito V.;;CL MAYOR, 66;12520;NULES;Credit institution S122;;;;Y;N;ES3135
ES3138;BCOEESMM138;ES;Ruralnostra, Sociedad Cooperativa de Crédito Valenciana;;PZ MAYOR, 2;12549;BETXI;Credit institution S122;;;;Y;N;ES3138
ES3140;BCOEESMM140;ES;Caja Rural de Guissona, Sociedad Cooperativa de Crédito;;CL TRASPALAU, 8;25210;GUISSONA;Credit institution S122;;;;Y;N;ES3140
ES3144;BCOEESMM144;ES;Caja Rural de Villamalea, S. Coop. de Crédito Agrario de Castilla-La Mancha;;PZ DE LA CONCEPCIÓN, 1;2270;VILLAMALEA;Credit institution S122;;;;Y;N;ES3144
ES3150;BCOEESMM150;ES;Caja Rural de Albal, Coop. de Crédito V.;;PZ DEL JARDÍ, 24;46470;ALBAL;Credit institution S122;;;;Y;N;ES3150
ES3152;CCRIES2A152;ES;Caja Rural de Villar, Coop. de Crédito V.;;CL LAS CRUCES 33;46170;VILLAR DEL ARZOBISPO;Credit institution S122;;;;Y;N;ES3152
ES3157;CCRIES2A157;ES;Caja Rural La Junquera de Chilches, S. Coop. de Crédito V.;;PZ DE ESPAÑA, 8;12592;CHILCHES/XILXES;Credit institution S122;;;;Y;N;ES3157
ES3159;BCOEESMM159;ES;Caixa Popular-Caixa Rural, S. Coop. de Crédito V.;;AV JUAN DE LA CIERVA, 9;46980;PATERNA;Credit institution S122;;;;Y;N;ES3159
ES3160;CCRIES2A160;ES;Caixa Rural Sant Josep de Vilavella, S. Coop. de Crédito V.;;CL CUEVA SANTA, 11;12526;VILABELLA;Credit institution S122;;;;Y;N;ES3160
ES3162;BCOEESMM162;ES;Caixa Rural Benicarló, S. Coop. de Credit V.;;AV JOAN CARLES I, 18;12580;BENICARLO;Credit institution S122;;;;Y;N;ES3162
ES3165;CCRIES2A165;ES;Caja Rural San Isidro de Vilafames S. Coop. de Crédito V.;;AV DE BARCELÓ, 6;12192;VILAFAMES;Credit institution S122;;;;Y;N;ES3165
ES3166;BCOEESMM166;ES;Caixa Rural Les Coves de Vinromá, S. Coop. de Crédit V.;;CL SAN ANTONIO, 27;12185;LES COVES DE VINROMA;Credit institution S122;;;;Y;N;ES3166
ES3174;BCOEESMM174;ES;Caixa Rural Vinarós, S. Coop. de Credit. V.;;CL SAN CRISTÓBAL, 19;12500;VINAROS;Credit institution S122;;;;Y;N;ES3174
ES3179;CCRIES2A179;ES;Caja Rural de Alginet, Sociedad Cooperativa Crédito Valenciana;;CL VALENCIA 13;46230;ALGINET;Credit institution S122;;;;Y;N;ES3179
ES3183;CASDESBB;ES;Arquia Bank, S.A.;;Cl Barquillo, 6;28004;Madrid;Credit institution S122;;;;Y;N;ES3183
ES3187;BCOEESMM187;ES;Caja Rural del Sur, S. Coop. de Crédito;;Cl Murillo 2;41001;Sevilla;Credit institution S122;;;;Y;N;ES3187
ES3190;BCOEESMM190;ES;Caja Rural de Albacete, Ciudad Real y Cuenca, Sociedad Cooperativa de Crédito;;Cl Tesifonte Gallego, 18;2002;Albacete;Credit institution S122;;;;Y;N;ES3190
DE00374;KARSDE66XXX;DE;Sparkasse Karlsruhe;Postfach 6;Kaiserstraße 223;76133;Karlsruhe, Baden;Credit institution S122;;;;Y;N;DE00374
DE00386;SKLODE66XXX;DE;Sparkasse Lörrach-Rheinfelden;Postfach 1;Haagener Straße 2;79539;Lörrach;Credit institution S122;;;;Y;N;DE00386
DE00392;SOLADES1MOS;DE;Sparkasse Neckartal-Odenwald;Postfach 1;Hauptstraße. 5;74821;Mosbach, Baden;Credit institution S122;;;;Y;N;DE00392
DE00402;SOLADES1OFG;DE;Sparkasse Offenburg/Ortenau;Postfach 5;Bertha-von-Suttner-Str. 8;77654;Offenburg;Credit institution S122;;;;Y;N;DE00402
DE00405;PZHSDE66XXX;DE;Sparkasse Pforzheim Calw;Postfach 1;Poststraße 3;75172;Pforzheim;Credit institution S122;;;;Y;N;DE00405
DE00406;SOLADES1PFD;DE;Sparkasse Pfullendorf-Meßkirch;Postfach 1;Bahnhofstr. 14;88630;Pfullendorf;Credit institution S122;;;;Y;N;DE00406
DE00409;SOLADES1RAS;DE;Sparkasse Rastatt-Gernsbach;Postfach 1;Kaiserstr. 37;76437;Rastatt;Credit institution S122;;;;Y;N;DE00409
DE00411;SOLADES1REN;DE;Bezirkssparkasse Reichenau;Postfach 3;Abt-Berno-Str. 1;78479;Reichenau;Credit institution S122;;;;Y;N;DE00411
DE00412;SOLADES1REU;DE;Kreissparkasse Reutlingen;Postfach 2;Tübinger Straße 74;72762;Reutlingen;Credit institution S122;;;;Y;N;DE00412
DE00415;SOLADES1RWL;DE;Kreissparkasse Rottweil;Postfach 1;Königstraße 44;78628;Rottweil;Credit institution S122;;;;Y;N;DE00415
DE00417;SOLADES1SAL;DE;Sparkasse Salem-Heiligenberg;;Schloßseeallee 30;88682;Salem, Baden;Credit institution S122;;;;Y;N;DE00417
DE00418;SOLADES1STB;DE;Sparkasse St. Blasien;Postfach 1;Menzenschwander Straße 1;79837;St. Blasien;Credit institution S122;;;;Y;N;DE00418
DE00423;SOLADES1SFH;DE;Sparkasse Wiesental;Postfach 1;Adolf-Müller-Str. 1;79650;Schopfheim;Credit institution S122;;;;Y;N;DE00423
DE00427;SOLADES1SIG;DE;Hohenzollerische Landesbank Kreissparkasse Sigmaringen;Postfach 1;Leopoldplatz 5;72488;Sigmaringen;Credit institution S122;;;;Y;N;DE00427
DE00428;SOLADES1SNG;DE;Sparkasse Hegau-Bodensee;Postfach 2;Erzbergerstraße 2a;78224;Singen;Credit institution S122;;;;Y;N;DE00428
DE00430;SOLADES1STF;DE;Sparkasse Staufen - Breisach;Postfach 1;Münstertäler Str. 2;79219;Staufen;Credit institution S122;;;;Y;N;DE00430
DE00435;SOLADES1TUB;DE;Kreissparkasse Tübingen;Postfach 1;Mühlbachäckerstraße 2 (Sparkassen-Carré);72072;Tübingen;Credit institution S122;;;;Y;N;DE00435
DE00436;SOLADES1TUT;DE;Kreissparkasse Tuttlingen;Postfach 1;Bahnhofstraße 89 - 91;78532;Tuttlingen;Credit institution S122;;;;Y;N;DE00436
DE00438;SOLADES1ULM;DE;Sparkasse Ulm;Postfach 2;Hans-und-Sophie-Scholl-Platz 2;89073;Ulm;Credit institution S122;;;;Y;N;DE00438
DE00440;SOLADES1VSS;DE;Sparkasse Schwarzwald-Baar;Postfach 1;Gerberstraße 45;78050;Villingen-Schwenningen;Credit institution S122;;;;Y;N;DE00440
DE00444;SKHRDE6WXXX;DE;Sparkasse Hochrhein;Postfach 1;Bismarckstr. 7;79761;Waldshut-Tiengen;Credit institution S122;;;;Y;N;DE00444
DE00447;MANSDE66XXX;DE;Sparkasse Rhein Neckar Nord;;D 1, 1/3;68159;Mannheim;Credit institution S122;;;;Y;N;DE00447
DE00449;SOLADES1WOF;DE;Sparkasse Wolfach;Postfach 1;Bahnhofstr. 4;77709;Wolfach;Credit institution S122;;;;Y;N;DE00449
DE00452;BYLADEM1KEH;DE;Kreissparkasse Kelheim;Postfach 1;Schäfflerstr. 3;93309;Kelheim;Credit institution S122;;;;Y;N;DE00452
DE00453;BYLADEM1AIC;DE;Sparkasse Aichach-Schrobenhausen;Postfach 1;Donauwörther Straße 9 - 13;86551;Aichach a d Paar;Credit institution S122;;;;Y;N;DE00453
DE00457;BYLADEM1ABG;DE;Sparkasse Amberg-Sulzbach;Postfach 1;Marienstraße 10;92224;Amberg, Oberpf.;Credit institution S122;;;;Y;N;DE00457
DE00459;BYLADEM1ANS;DE;Sparkasse Ansbach;Postfach 1;Promenade 20;91522;Ansbach, Mittelfr;Credit institution S122;;;;Y;N;DE00459
DE00460;BYLADEM1ASA;DE;Sparkasse Aschaffenburg- Alzenau;;Friedrichstraße 7;63739;Aschaffenburg;Credit institution S122;;;;Y;N;DE00460
DE00461;BYLADEM1MLM;DE;Sparkasse Schwaben-Bodensee;Postfach 1;St.-Josefs-Kirchplatz 6 - 8;87700;Memmingen;Credit institution S122;;;;Y;N;DE00461
DE00462;AUGSDE77XXX;DE;Stadtsparkasse Augsburg;Postfach 1;Halderstr. 1-5;86150;Augsburg;Credit institution S122;;;;Y;N;DE00462
DE00464;BYLADEM1KIS;DE;Sparkasse Bad Kissingen;Postfach 1;Von-Hessing-Straße 10;97688;Bad Kissingen;Credit institution S122;;;;Y;N;DE00464
DE00465;BYLADEM1NES;DE;Sparkasse Bad Neustadt a.d. Saale;Postfach 1;Meininger Straße 31 - 37;97616;Bad Neustadt a.d. Saale;Credit institution S122;;;;Y;N;DE00465
DE02978;GENODEM1SMY;DE;Volksbank Schermbeck e.G.;Postfach 1;Mittelstr. 54;46514;Schermbeck;Credit institution S122;;;;Y;N;DE02978
DE02979;GENODEM1SLN;DE;Volksbank Schlangen e.G.;Postfach 1;Ortsmitte 4;33189;Schlangen;Credit institution S122;;;;Y;N;DE02979
DE02982;GENODEM1SMZ;DE;Volksbank Bigge-Lenne eG;Postfach 1;Oststraße 19 - 23;57392;Schmallenberg;Credit institution S122;;;;Y;N;DE02982
DE02983;GENODEM1SNA;DE;Volksbank Schnathorst eG;Postfach 2;Schnathorster Straße 209;32609;Hüllhorst;Credit institution S122;;;;Y;N;DE02983
DE02986;GENODEM1SEZ;DE;Volksbank Selm-Bork eG;Postfach 1;Kreisstr. 38;59379;Selm;Credit institution S122;;;;Y;N;DE02986
DE02987;GENODEM1SDN;DE;Volksbank Senden eG;;Eintrachtstraße 5;48308;Senden, Westf;Credit institution S122;;;;Y;N;DE02987
DE03000;GENODEM1STZ;DE;Vereinigte Volksbank eG;Postfach 1;Nieheimer Straße 14;33034;Brakel;Credit institution S122;;;;Y;N;DE03000
DE03003;GENODEM1SGE;DE;Volksbank Störmede-Hörste eG;Postfach 1;Kirchstraße 6a;59590;Geseke;Credit institution S122;;;;Y;N;DE03003
DE03018;;DE;Volksbank Versmold e.G.;Postfach 1;Münsterstr. 20;33775;Versmold;Credit institution S122;;;;Y;N;DE03018
DE03033;GENODEM1WDY;DE;Volksbank Olpe-Wenden-Drolshagen eG;Postfach 2;Frankfurter Straße 22;57462;Olpe, Biggesee;Credit institution S122;;;;Y;N;DE03033
DE03038;GENODEM1WDE;DE;Volksbank Westenholz eG;;Zum Kolpinghaus 1;33129;Delbrück;Credit institution S122;;;;Y;N;DE03038
DE03043;GENODEM1WRU;DE;Volksbank Wickede (Ruhr) eG;Postfach 1;Kirchstraße 2;58739;Wickede (Ruhr);Credit institution S122;;;;Y;N;DE03043
DE03052;GENODEM1ANR;DE;Volksbank Anröchte e. G.;Postfach 1;Obere Kirchstraße 3;59609;Anröchte;Credit institution S122;;;;Y;N;DE03052
DE03061;GENODED1BBY;DE;BANK IM BISTUM ESSEN eG;Postfach 1;Gildehofstraße 2;45127;Essen, Ruhr;Credit institution S122;;;;Y;N;DE03061
DE03071;GENODED1MNZ;DE;VR Bank eG;Postfach 1;Lindenstraße 5;40789;Monheim am Rhein;Credit institution S122;;;;Y;N;DE03071
DE03078;GENODED1SMY;DE;Raiffeisenbank Eifel eG;Postfach 1;Hauptstraße 76;52152;Simmerath;Credit institution S122;;;;Y;N;DE03078
DE03080;GENODEM1SPY;DE;Volksbank Sprockhövel eG.;Postfach 8;Mühlenstraße 2a;45549;Sprockhövel;Credit institution S122;;;;Y;N;DE03080
DE03088;GENODED1BNY;DE;Volksbank RheinAhrEifel eG;;Rizzastraße 34;56068;Koblenz am Rhein;Credit institution S122;;;;Y;N;DE03088
DE03092;GENODED1PRU;DE;Volksbank Eifel eG;Postfach 1;Bedastraße 11;54634;Bitburg;Credit institution S122;;;;Y;N;DE03092
DE03093;GENODED1BPU;DE;Raiffeisenbank Zeller Land eG;;Bergstr. 2-6;56867;Briedel;Credit institution S122;;;;Y;N;DE03093
DE03094;GENODE51BUD;DE;Budenheimer Volksbank eG;12 20;Luisenstraße 7;55257;Budenheim b Mainz;Credit institution S122;;;;Y;N;DE03094
DE03098;GENODED1MPO;DE;VR Bank Rhein-Mosel eG;Postfach 2;Langendorfer Straße 147;56564;Neuwied;Credit institution S122;;;;Y;N;DE03098
DE03103;GENODED1GBS;DE;Volksbank Gebhardshain e.G.;;Kirchplatz 4;57580;Gebhardshain;Credit institution S122;;;;Y;N;DE03103
DE03114;GENODED1KHY;DE;Volksbank Hunsrück-Nahe eG;Postfach 1;Am Schloßplatz 2;55469;Simmern, Hunsrück;Credit institution S122;;;;Y;N;DE03114
DE03127;GENODE51MZ6;DE;Genobank Mainz eG;Postfach 1;Hauptstraße 106 - 110;55120;Mainz a Rhein;Credit institution S122;;;;Y;N;DE03127
DE03131;GENODED1MBA;DE;VR-Bank Hunsrück-Mosel eG;;Unterer Markt 8;54497;Morbach, Hunsrück;Credit institution S122;;;;Y;N;DE03131
DE03148;GENODED1RBO;DE;Volksbank Rheinböllen eG;Postfach 6;Bahnhofstraße 15;55494;Rheinböllen;Credit institution S122;;;;Y;N;DE03148
DE03149;GENODE61ROA;DE;VR-Bank Südwestpfalz eG Pirmasens - Zweibrücken;Postfach 2;Alleestraße 2;66953;Pirmasens;Credit institution S122;;;;Y;N;DE03149
DE03157;GENODED1TVB;DE;Volksbank Trier eG;Postfach 3;Herzogenbuscher Straße 16 - 18;54292;Trier;Credit institution S122;;;;Y;N;DE03157
DE03168;GENODE61DUY;DE;VR Bank Mittelhaardt eG;;Schloßplatz 3 a;67098;Bad Dürkheim;Credit institution S122;;;;Y;N;DE03168
DE03174;GENODED1ASN;DE;Raiffeisenbank Neustadt eG;Postfach 1;Raiffeisenstr. 1;53577;Neustadt, Wied;Credit institution S122;;;;Y;N;DE03174
DE03189;GENODE51LEY;DE;levoBank eG;Postfach 1;Poststraße 1;66822;Lebach;Credit institution S122;;;;Y;N;DE03189
DE03194;VWSPDE81XXX;DE;Vereinigte Volksbank eG Saarlouis - Losheim am See - Sulzbach/Saar;Postfach 2;Kaiser-Friedrich-Ring 7 - 13;66740;Saarlouis;Credit institution S122;;;;Y;N;DE03194
DE03202;GENODE51BEY;DE;Volks- und Raiffeisenbank Saarpfalz eG;Postfach 1;Talstraße 39;66424;Homburg, Saar;Credit institution S122;;;;Y;N;DE03202
DE03215;GENODEF1RLX;DE;Raiffeisenbank eG;Postfach 1;Alte Wache 17;21481;Lauenburg, Elbe;Credit institution S122;;;;Y;N;DE03215
DE03217;VOLUDE21XXX;DE;Volksbank Lübeck eG;Postfach 1;Klingenberg 1 - 5;23552;Lübeck;Credit institution S122;;;;Y;N;DE03217
DE03228;GENODEF1BDY;DE;VR Bank Nord eG;12 80;Friedrich-Ebert-Straße 9;24937;Flensburg;Credit institution S122;;;;Y;N;DE03228
DE03239;GENODEF1TOB;DE;Raiffeisenbank eG;;Hauptstr. 56;24819;Todenbüttel;Credit institution S122;;;;Y;N;DE03239
DE03241;DEGHDE51XXX;DE;DZ HYP AG;Postfach 1;Rosenstraße 2;20095;Hamburg;Credit institution S122;;;;Y;N;DE03241
DE03243;BHYPDEB2XXX;DE;Berlin Hyp AG;;Corneliusstraße 7;10787;Berlin;Credit institution S122;;;;Y;N;DE03243
DE03249;REBMDEMMXXX;DE;Deutsche Pfandbriefbank AG;;Parkring 28;85748;Garching;Credit institution S122;;;;Y;N;DE03249
DE03250;MHYPDEMMXXX;DE;Münchener Hypothekenbank eG;Postfach 2;Karl-Scharnagl-Ring 10;80539;München;Credit institution S122;;;;Y;N;DE03250
DE03278;HAWODEH1XXX;DE;Hamburgische Investitions- und Förderbank;Postfach 1;Besenbinderhof 31;20097;Hamburg;Credit institution S122;;;;Y;N;DE03278
DE03282;GENODED1RKI;DE;Ritterschaftliches Kreditinstitut Stade Aktiengesellschaft;Postfach 3;Archivstraße 3 - 5;21682;Stade, Niederelbe;Credit institution S122;;;;Y;N;DE03282
DE03283;CKVHDE21XXX;DE;Calenberger Kreditverein Calenberg-Göttingen- Grubenhagen- Hildesheim'scher ritterschaftlicher Kreditverein;;An der Börse 2;30159;Hannover;Credit institution S122;;;;Y;N;DE03283
DE03287;GGABDE31XXX;DE;GEFA BANK GmbH;Postfach;Robert-Daum-Platz 1;42117;Wuppertal;Credit institution S122;;;;Y;N;DE03287
DE03288;CMCIDEDDXXX;DE;TARGOBANK AG;Postfach 1;Kasernenstraße 10;40213;Düsseldorf;Credit institution S122;;;;Y;N;DE03288
DE03290;FDBADE3KXXX;DE;Ford Bank Niederlassung der FCE Bank plc;;Herny-Ford-Straße 1;50735;Köln;Credit institution S122;GB;FCE Bank plc;GB1190;Y;N;DE03290
ES1457;LLISESM1;ES;De Lage Landen International B.V., Sucursal en España;;CL  JOSE BARDASANO BAOS, 9;28016;MADRID;Credit institution S122;NL;De Lage Landen International B.V.;NL7802;Y;N;ES1457
ES1459;PRABESMM;ES;Cooperatieve Rabobank U.A., Sucursal en España;;Cl Rafael Calvo, 39;28010;Madrid;Credit institution S122;NL;Coöperatieve Rabobank U.A.;NL600;Y;N;ES1459
ES1460;CRESESMM;ES;Crédit Suisse Ag, Sucursal en España;;Cl Ayala, 42;28001;Madrid;Credit institution S122;CH;Credit Suisse AG;CH0ECBM00012;Y;N;ES1460
ES1465;INGDESMM;ES;Ing Bank, N.V. Sucursal en España;;VÍA DE LOS POBLADOS, 1F Y 1E;28033;Madrid;Credit institution S122;NL;ING Bank N.V.;NL163;Y;N;ES1465
ES1472;UCSSESM1;ES;Crédit Agricole Leasing & Factoring, Sucursal en España;;Ps de la Castellana, 1;28046;Madrid;Credit institution S122;FR;Crédit agricole leasing & factoring;FR16850;Y;N;ES1472
ES1473;PRIBESMX;ES;Edmond de Rothschild (Europe), Sucursal en España;;Ps de la Castellana, 55;28046;Madrid;Credit institution S122;LU;Edmond de Rothschild (Europe);LUB00172;Y;N;ES1473
ES1474;CITIESMXSEC;ES;Citibank Europe Plc, Sucursal en España;;Cl Ortega y Gasset 29;28006;Madrid;Credit institution S122;IE;Citibank Europe plc;IECITIFS;Y;N;ES1474
ES1479;NATXESMM;ES;Natixis, S.A., Sucursal en España;;Cl Serrano, 90;28004;Madrid;Credit institution S122;FR;Natixis;FR30007;Y;N;ES1479
ES1480;VOWAES21;ES;Volkswagen Bank GmbH, Sucursal en España;;AV. DE BRUSELAS, 34;28108;ALCOBENDAS;Credit institution S122;DE;Volkswagen Bank Gesellschaft mit beschränkter Haftung;DE03402;Y;N;ES1480
ES1482;;ES;John Deere Bank, S.A., Sucursal en España;;BL JOHN DEERE, 2;28984;PARLA;Credit institution S122;LU;John Deere Bank S.A.;LUB00317;Y;N;ES1482
ES1485;BOFAES2X;ES;Bank of America Europe DAC, Sucursal en España;;Cl Marqués de Villamagna, 3;28020;Madrid;Credit institution S122;IE;Bank of America Europe Designated Activity Company;IEMLCMBX;Y;N;ES1485
ES1487;;ES;Toyota Kreditbank GmbH, Sucursal en España;;AV DE BRUSELAS, 22;28108;ALCOBENDAS;Credit institution S122;DE;TOYOTA Kreditbank GmbH;DE04046;Y;N;ES1487
ES1488;;ES;Pictet & Cie (Europe), S.A., Sucursal en España;;Cl Ortega y Gasset, 29;28006;Madrid;Credit institution S122;LU;Pictet & Cie (Europe) S.A.;LUB00198;Y;N;ES1488
ES1490;SELFESMM;ES;Singular Bank, S.A.;;CALLE GOYA, 11;28001;Madrid;Credit institution S122;;;;Y;N;ES1490
ES1491;TRIOES21;ES;Triodos Bank, N.V., S.E.;;CL JOSÉ ECHEGARAY, 5;28230;LAS ROZAS DE MADRID;Credit institution S122;NL;Triodos Bank N.V.;NL195;Y;N;ES1491
ES1492;;ES;BNP Paribas Lease Group S.A. Sucursal en España;;Cl Estrella Denébola, 8;28045;Madrid;Credit institution S122;FR;BNP Paribas Lease Group;FR30958;Y;N;ES1492
ES1493;;ES;Caixa Banco de Investimento, S.A. Sucursal en España;;Cl Caléndula, 93;28109;Alcobendas;Credit institution S122;PT;Caixa - Banco de Investimento, SA;PT25;Y;N;ES1493
ES1494;BCITESMM;ES;Intesa Sanpaolo S.p.A., Sucursal en España;;Pº de Castellana, 31;28046;Madrid;Credit institution S122;IT;INTESA SANPAOLO S.P.A.;IT0000101262255;Y;N;ES1494
ES1496;;ES;Genefim, Sucursal en España;;Pz Pablo Ruiz Picasso, 1;28020;Madrid;Credit institution S122;FR;Généfim;FR17660;Y;N;ES1496
ES1497;ESSIESMM;ES;Haitong Bank, S.A., Sucursal en España;;Ps de la Castellana, 52;28046;Madrid;Credit institution S122;PT;Haitong Bank, SA;PT47;Y;N;ES1497
ES1499;;ES;Claas Financial Services, S.A.S., Sucursal en España;;Cl Estrella Denébola, 8;28045;Madrid;Credit institution S122;FR;Claas financial services;FR14218;Y;N;ES1499
ES1500;;ES;BPCE Lease, Sucursal en España;;Ps Recoletos, 7-9;28004;Madrid;Credit institution S122;FR;BPCE lease;FR11128;Y;N;ES1500
ES1501;;ES;Deutsche Pfandbriefbank AG, Sucursal en España;;Cl Montesquinza, 30;28010;Madrid;Credit institution S122;DE;Deutsche Pfandbriefbank AG;DE03249;Y;N;ES1501
ES1504;;ES;Honda Bank GmbH, Sucursal en España;;CL MAR DEL NORD, 1;8130;SANTA PERPETUA DE MOGODA;Credit institution S122;DE;Honda Bank GmbH;DE05685;Y;N;ES1504
ES1508;;ES;RCI Banque, S.A., Sucursal en España;;AV. DE EUROPA, 1;28108;ALCOBENDAS;Credit institution S122;FR;RCI Banque;FR11188;Y;N;ES1508
ES1509;;ES;Banco Primus, S.A., Sucursal en España;;Av del Partenón, 10;28042;Madrid;Credit institution S122;PT;Banco Primus, SA;PT246;Y;N;ES1509
ES1512;;ES;Elavon Financial Services Designated Activity Company, Sucursal en España;;Av. Bruselas, 36;28108;Alcobendas;Credit institution S122;IE;Elavon Financial Services Designated Activity Company;IEC43558;Y;N;ES1512
ES1514;;ES;CNH Industrial Financial Services, Sucursal en España;;AVENIDA DE ARAGÓN, 402;28022;Madrid;Credit institution S122;FR;IC Financial services;FR15448;Y;N;ES1514
ES1520;;ES;Mediobanca, Sucursal en España;;Cl Jorge Manrique, 12;28006;Madrid;Credit institution S122;IT;MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.;IT0000101249233;Y;N;ES1520
ES1523;;ES;Mercedes-Benz Bank AG, Sucursal en España;;AV DE BRUSELAS, 30;28108;ALCOBENDAS;Credit institution S122;DE;Mercedes-Benz Bank AG;DE04051;Y;N;ES1523
ES1525;;ES;Banque Chaabi du Maroc, Sucursal en España;;Av del Doctor Arce, 35;28002;Madrid;Credit institution S122;FR;Banque Chaabi du Maroc;FR41439;Y;N;ES1525
ES1533;;ES;BMW Bank GmbH, Sucursal en España;;Av de Burgos, 118;28050;Madrid;Credit institution S122;DE;BMW Bank GmbH;DE03392;Y;N;ES1533
ES1535;;ES;AKF Bank GmbH & Co Kg, Sucursal en España;;AV DE EUROPA, 12;28108;ALCOBENDAS;Credit institution S122;DE;akf bank GmbH & Co KG;DE03439;Y;N;ES1535
ES1538;;ES;Industrial and Commercial Bank of China (Europe) S.A., Sucursal en España;;Ps de Recoletos, 12;28001;Madrid;Credit institution S122;LU;Industrial and Commercial Bank of China (Europe) S.A., en abrégé ICBC (Europe) S.A.;LUB00348;Y;N;ES1538
ES1541;;ES;Attijariwafa Bank Europe, Sucursal en España;;Cl Bravo Murillo, 210;28020;Madrid;Credit institution S122;FR;Attijariwafa bank europe;FR23890;Y;N;ES1541
ES1543;;ES;Cofidis, S.A. Sucursal en España;;PZ DE LA PAU, SN;8940;CORNELLA DE LLOBREGAT;Credit institution S122;FR;Cofidis;FR14940;Y;N;ES1543
AT0000018186278;SPLAAT21XXX;AT;Sparkasse Lambach Bank Aktiengesellschaft;;Klosterpl., 3;4650;Lambach;Credit institution S122;;;;Y;N;AT0000018186278
AT0000014744211;ASPKAT2LXXX;AT;Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft;92;Promenade, 11-13;4020;Linz;Credit institution S122;;;;Y;N;AT0000014744211
AT0000016554345;SPNKAT21XXX;AT;Sparkasse Neuhofen Bank Aktiengesellschaft;23;Marktplatz, 18;4501;Neuhofen an der Krems;Credit institution S122;;;;Y;N;AT0000016554345
AT0000051253241;SPPBAT21XXX;AT;Sparkasse Eferding-Peuerbach-Waizenkirchen;10;Stadtplatz, 1;4070;Eferding;Credit institution S122;;;;Y;N;AT0000051253241
AT0000002419545;SPPRAT21XXX;AT;Sparkasse Pregarten - Unterweißenbach AG;;Stadtplatz, 19;4230;Pregarten;Credit institution S122;;;;Y;N;AT0000002419545
AT0000001642832;SPRHAT21XXX;AT;Sparkasse Ried im Innkreis-Haag am Hausruck;185;Marktplatz, 2;4910;Ried im Innkreis;Credit institution S122;;;;Y;N;AT0000001642832
